code,SMILES,Metal,solvents,AATS5s,AATS6v,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,PEOE_VSA10,SMR_VSA9,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),PV
CEYPUT,C1=CN=CC=C1C(=O)O,Co,dimethylformamide,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.32992
CEYPUT01,C1=CN=CC=C1C(=O)O,Co,"N,N-dimethylformamide",6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.3208
CEYPUT02,C1=CN=CC=C1C(=O)O,Co,"N,N-dimethylformamide",6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.32752
CIBTIT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Mn,"N,N-dimethylacetamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,25,54.93804,197,3.72,9.4,-50,7.434,7.3,87.12,32.2,-0.85,1,2,0.25,165.1,0.47152
CIFMIP,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,dimethylformamide,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.3331
CIJBEE,C(=O)O,Co,"N,N-dimethylformamide",6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.4059
CIQHES,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Cd,"N,N-dimethylformamide",3.720867209,198.5794015,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,0,11.38785599,5.868414588,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.38894
CIQHIW,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Cd,"N,N-dimethylformamide",3.720867209,198.5794015,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,0,11.38785599,5.868414588,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.4728
CIQHOC,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Zn,"N,N-dimethylformamide",3.720867209,198.5794015,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,0,11.38785599,5.868414588,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.41376
CODGIO,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Ni,"N,N-dimethylformamide",3.05026455,228.168847,-6.633217993,-80.28373702,-33.34256055,59.14071511,5.958477509,148.3771986,511.8979713,-272.2080821,911.6421651,-2.7619609,-21.2120641,-0.719723183,0.171033119,-0.588251461,-3.294897112,0,33.38070895,25.42293713,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,0.17526
COMDOY,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,pyridine,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,31,69.723,187,3.2,8.1,41,5.999,5.91,79.1,12.4,0.68,1,1,0.19,115,0.4097
COMZAH,C1=CN=CC=C1CCC2=CC=NC=C2,Zn,dimethylformamide,1.98,176.5744126,-32.1183432,-38.14792899,-0.355029586,-1.452662722,-4.14809336,353.8847124,30.28157643,-262.3018224,674.3291608,-0.007770414,-3.734622442,-0.080648696,0.468639053,-4.935734901,0.844572563,0,0,8.226944444,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.09162
COQGAS,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,"N,N-dimethylformamide",3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.32014
CORZOA,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,In,"N,N-dimethylformamide",3.720867209,198.5794015,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,0,11.38785599,5.868414588,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,0.6844
CUHLOJ,C1=CN=CC=C1C(=O)O,Co,"N,N-dimethylformamide",6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.30672
CUHPUR,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.56822
CUPLIJ,C1=CN=CC=C1CCCC2=CC=NC=C2,Cd,ethanol,1.902298851,145.894488,-25.91676576,-32.25208086,-3.405469679,-0.70699564,-3.123728366,76.88580041,182.2579589,-320.3481131,172.4550225,0.026475149,-2.986244747,-0.288318895,0.159334126,-4.781989446,-13.24990373,0,0,8.303765432,48,112.41,158,4.33,7.2,-70,8.994,8.69,46.07,24.3,-0.31,1,1,0.3,78.37,0.65196
CUPMAC,C1=CN=CC=C1CCCC2=CC=NC=C2,Mn,methanol,1.902298851,145.894488,-25.91676576,-32.25208086,-3.405469679,-0.70699564,-3.123728366,76.88580041,182.2579589,-320.3481131,172.4550225,0.026475149,-2.986244747,-0.288318895,0.159334126,-4.781989446,-13.24990373,0,0,8.303765432,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,0.64934
CUWNIT,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.2514
CUWNOZ,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.35352
DAJHUS,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,benzene,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,27,58.93319,192,4.3,7.5,64,7.881,8.86,78.11,2.2,2.13,0,0,0.16,80.1,0.11976
DANZAV,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Cd,dimethylformamide,4.387152778,200.9464196,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,0,11.12690298,9.47030712,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.6467
DAYYIN,C1=CN=CN1,Co,4-methylpyridine,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,107.17,12.4,1.61,1,2.37,0.2,115,0.34642
DEDGIF,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.30718
DEJTIW,C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O,Cd,isopropanol,5.041666667,123.076536,19.7037037,-67.62962963,-57.77777778,70.28703704,-26.74074074,450.227394,136.932714,-320.4280523,341.5998015,-5.2824,-20.14249843,-0.946502058,0.549382716,1.049631063,49.44063896,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,60.1,17.9,0.786,1,17.5,0.28,82,0.10514
DENFUA,C1=CN=C(C=N1)C(=O)O,Mn,methanol,5.296296296,77.46190551,-7.893491124,-10.73372781,8.544378698,10.31492439,-0.593030901,-12.76078418,-58.33805251,-88.37545569,29.00710386,0.007144379,6.865841642,-0.598478445,-0.780407627,-2.877060652,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,0.09574
DENGAH,C1=CN=C(C=N1)C(=O)O,Mn,methanol,5.296296296,77.46190551,-7.893491124,-10.73372781,8.544378698,10.31492439,-0.593030901,-12.76078418,-58.33805251,-88.37545569,29.00710386,0.007144379,6.865841642,-0.598478445,-0.780407627,-2.877060652,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,0.19682
DERBIO,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,"N,N-dimethylformamide",3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.41736
DIDBEZ,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,methanol,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,27,58.93319,192,4.3,7.5,64,7.881,8.86,32.04,32.7,0.791,1,8.2,0.32,65,0.4377
DIDBOJ,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,"N,N-dimethylformamide",3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.4412
DIDBOJ01,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,"N,N-dimethylformamide",3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.4421
DIGPER,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,dimethylformamide,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,0.38574
DONNEA,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,pyridine,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,31,69.723,187,3.2,8.1,41,5.999,5.91,79.1,12.4,0.68,1,1,0.19,115,0.39396
DONNIE,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,pyridine,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,31,69.723,187,3.2,8.1,41,5.999,5.91,79.1,12.4,0.68,1,1,0.19,115,0.47158
DOQCUK,CC(=O)O,Mg,dimethylacetamide,6.089439787,146.7274789,1,-48,0,23.84722222,-43.27777778,0,0,-42.03469954,0,0.47401875,1.412091599,4,0.983015531,15.82330225,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,87.12,37.8,0.937,1,24.2,0.25,166,0.4767
DUMXEQ,C1=CN=CC=C1C(=O)O,Dy,"N,N-dimethylformamide",6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,0.2216
DUMXEQ01,C1=CN=CC=C1C(=O)O,Dy,"N,N-dimethylformamide",6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,0.22556
DUMXIU,C1=CN=CC=C1C(=O)O,Dy,acetonitrile,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,66,162.5,229,3.1,24.5,34,5.939,8.55,41.05,37.5,0.34,0,1,0.26,81.6,0.18086
DUPJAB,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.46104
DUZWOM,CC(=O)O,Mn,"N,N-dimethylformamide",6.089439787,146.7274789,1,-48,0,23.84722222,-43.27777778,0,0,-42.03469954,0,0.47401875,1.412091599,4,0.983015531,15.82330225,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,0.29844
EBAVIP,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Co,dimethylacetamide,4.387152778,200.9464196,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,0,11.12690298,9.47030712,27,58.93319,192,4.3,7.5,64,7.881,8.86,87.12,37.8,0.937,1,24.2,0.25,166,0.17846
EBAVOV,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Co,dimethylformamide,4.387152778,200.9464196,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,0,11.12690298,9.47030712,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.18984
EBAVUB,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Ni,dimethylformamide,4.387152778,200.9464196,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,0,11.12690298,9.47030712,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,0.18892
EBEWIT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,dimethylformamide,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,0.3833
EBEXEQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,ethanol,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,64,157.2,237,3.1,23.5,13,6.15,7.9,46.07,24.3,-0.31,1,1,0.3,78.37,0.24066
EBEXEQ01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,ethanol,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,64,157.2,237,3.1,23.5,13,6.15,7.9,46.07,24.3,-0.31,1,1,0.3,78.37,0.23962
ECODIK,C1=CN=CC=C1C(=O)O,Cu,ethanol,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,29,63.55,140,4.48,6.7,119,7.726,8.933,46.07,24.3,-0.31,1,1,0.3,78.37,0.30006
EDAFUM,C(=O)O,Co,acetone,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,58.08,20.7,-0.24,0,1,0.17,56.05,0.2683
EDAGAT,C(=O)O,Co,acetonitrile,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,41.05,37.5,0.34,0,1,0.26,81.6,0.23174
EDAGEX,C(=O)O,Co,tetrahydrofuran,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,72.1,7.58,0.888,1,19.9,0.22,66,0.26354
EDEPAG,C1=CC(=CC=C1C(=O)O)C(=O)O,Eu,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,63,151.964,233,3.1,27.7,83,5.67,5.24,73.09,36.7,-0.85,1,2,0.37,153,0.07974
EFUHEU,C1=CN=CC=C1C(=O)O,Zn,dimethylformamide,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.77102
EGELUY,C1=CC(=CC=C1C(=O)O)C(=O)O,Al,p-xylene,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,13,26.981538,184,3.23,8.3,42,5.986,2.7,106.17,2.38,2.56,0,1.18,0.17,138,0.4868
ELOZOW,C1=C(SC(=C1)C(=O)O)C(=O)O,Cd,"N,N-dimethylacetamide",5.619047619,144.6504787,6.536296296,-34.58864198,-30.04246914,33.76701875,-31.83165219,17.1281794,289.8112614,15.3797224,-8.112786327,-1.919036,-18.63677144,-0.574554906,-0.58680776,2.971853306,93.98528538,9.754294387,0,2.548518519,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,0.51286
EMUBIZ,C1=C(C=NC=C1C(=O)O)C(=O)O,Cu,acetonitrile,6.222222222,137.7136747,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,0,0,1.053240741,29,63.55,140,4.48,6.7,119,7.726,8.933,41.05,37.5,0.34,0,1,0.26,81.6,0.42498
EQOCES01,C1=CN=CN1,Co,cyclohexanol,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,100.16,2.02,0.778,1,27.7,0.28,81,0.29264
ESEHIV,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,acetonitrile,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,29,63.55,140,4.48,6.7,119,7.726,8.933,41.05,37.5,0.34,0,1,0.26,81.6,0.20266
ESEQUO,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.21094
ESUQUG,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,dimethylacetamide,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,27,58.93319,192,4.3,7.5,64,7.881,8.86,87.12,37.8,0.937,1,24.2,0.25,166,0.09312
ETEJUJ,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Sm,dimethylformamide,9.730639731,123.3797369,3.08,-39.83,46.29,25.92444444,-42.98555556,-54.73138075,-103.1468025,-25.83376716,-40.33740763,0.20628,-17.00759267,-0.21,-0.244545455,2.545874964,-3.433618402,22.62592665,11.49902367,1.363333333,62,150.4,229,3.1,28.8,16,5.644,7.52,73.09,36.7,-0.85,1,2,0.37,153,0.18736
ETEKAQ,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Gd,dimethylformamide,9.730639731,123.3797369,3.08,-39.83,46.29,25.92444444,-42.98555556,-54.73138075,-103.1468025,-25.83376716,-40.33740763,0.20628,-17.00759267,-0.21,-0.244545455,2.545874964,-3.433618402,22.62592665,11.49902367,1.363333333,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,0.18722
ETEKEU,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Er,dimethylformamide,9.730639731,123.3797369,3.08,-39.83,46.29,25.92444444,-42.98555556,-54.73138075,-103.1468025,-25.83376716,-40.33740763,0.20628,-17.00759267,-0.21,-0.244545455,2.545874964,-3.433618402,22.62592665,11.49902367,1.363333333,68,167.26,235,3.1,22.7,30,6.108,9.07,73.09,36.7,-0.85,1,2,0.37,153,0.18318
